21.0148 20.7681 20.524 20.2825 20.0436 19.8073 19.5737 19.3426 19.1142 18.8884 18.6652 18.4446 18.2266 18.0113 17.7985 17.5884 17.3809 17.176 16.9737 16.774 16.577 16.3825 16.1907 16.0015 15.8149 15.6309 15.4495 15.2707 15.0946 14.921 14.7501 14.5818 14.4161 14.253 14.0925 13.9347 13.7794 13.6268 13.4768 13.3294 13.1846 13.0424 12.9029 12.7659 12.6316 12.4999 12.3708 12.2443 12.1204 11.9991 11.8805 11.7645 11.651 11.5402 11.432 11.3264 11.2235 11.1231 11.0254 10.9303 10.8377 10.7479 10.6606 10.5759 10.4938 10.4144 10.3376 10.2634 10.1917 10.1228 10.0564 9.99263 9.93148 9.87295 9.81703 9.76372 9.71303 9.66496 9.6195 9.57666 9.53645 9.49887 9.46392 9.4316 9.40192 9.37487 9.35045 9.32866 9.30951 9.293 9.27912 9.26788 9.25928 9.25331 9.24999 9.2493 9.25124 9.25579 9.26295 9.27273 9.28512 9.30013 9.31775 9.33798 9.36083 9.38629 9.41437 9.44506 9.47836 9.51428 9.55281 9.59395 9.63771 9.68408 9.73306 9.78466 9.83887 9.8957 9.95514 10.0172 10.0819 10.1491 10.219 10.2915 10.3667 10.4444 10.5248 10.6077 10.6933 10.7815 10.8723 10.9657 11.0617 11.1604 11.2617 11.3655 11.472 11.5811 11.6928 11.8072 11.9241 12.0437 12.1658 12.2906 12.418 12.548 12.6807 12.8159 12.9537 13.0942 13.2373 13.383 13.5313 13.6822 13.8358 13.9919 14.1507 14.312 14.476 14.6426 
20.7359 20.4897 20.2461 20.0051 19.7667 19.5309 19.2978 19.0672 18.8393 18.614 18.3913 18.1712 17.9538 17.7389 17.5267 17.317 17.11 16.9056 16.7038 16.5047 16.3081 16.1142 15.9228 15.7341 15.548 15.3645 15.1836 15.0054 14.8297 14.6567 14.4863 14.3185 14.1533 13.9907 13.8307 13.6734 13.5186 13.3665 13.217 13.0701 12.9258 12.7841 12.6451 12.5087 12.3748 12.2436 12.115 11.989 11.8656 11.7449 11.6267 11.5112 11.3983 11.288 11.1803 11.0752 10.9728 10.8729 10.7757 10.6811 10.589 10.4996 10.4129 10.3287 10.2471 10.1682 10.0919 10.0182 9.94707 9.87859 9.81272 9.74946 9.68882 9.63079 9.57538 9.52257 9.47239 9.42482 9.37986 9.33753 9.29782 9.26075 9.2263 9.19449 9.16531 9.13876 9.11485 9.09357 9.07492 9.05892 9.04555 9.03481 9.02672 9.02126 9.01844 9.01827 9.02071 9.02576 9.03343 9.04371 9.05661 9.07212 9.09024 9.11098 9.13433 9.1603 9.18888 9.22007 9.25387 9.29029 9.32933 9.37098 9.41524 9.46211 9.5116 9.5637 9.61842 9.67575 9.7357 9.79825 9.86342 9.93121 10.0016 10.0746 10.1502 10.2285 10.3093 10.3928 10.4789 10.5676 10.6589 10.7528 10.8494 10.9485 11.0503 11.1546 11.2616 11.3712 11.4835 11.5983 11.7157 11.8358 11.9585 12.0838 12.2117 12.3422 12.4753 12.6111 12.7494 12.8904 13.034 13.1802 13.329 13.4804 13.6344 13.7911 13.9504 14.1122 14.2767 14.4439 
20.46 20.2143 19.9712 19.7307 19.4928 19.2575 19.0249 18.7948 18.5674 18.3426 18.1204 17.9009 17.6839 17.4695 17.2578 17.0487 16.8422 16.6383 16.437 16.2383 16.0423 15.8488 15.658 15.4698 15.2842 15.1012 14.9208 14.7431 14.5679 14.3954 14.2255 14.0582 13.8935 13.7314 13.5719 13.4151 13.2609 13.1092 12.9602 12.8138 12.6701 12.5289 12.3903 12.2544 12.1211 11.9904 11.8623 11.7368 11.6139 11.4937 11.376 11.261 11.1486 11.0388 10.9316 10.827 10.7251 10.6257 10.529 10.4349 10.3434 10.2545 10.1682 10.0845 10.0035 9.92505 9.84923 9.77602 9.70542 9.63744 9.57208 9.50932 9.44919 9.39166 9.33675 9.28445 9.23477 9.1877 9.14325 9.10142 9.06222 9.02565 8.9917 8.9604 8.93172 8.90568 8.88227 8.8615 8.84336 8.82786 8.81499 8.80477 8.79718 8.79223 8.78993 8.79025 8.7932 8.79876 8.80693 8.81772 8.83112 8.84713 8.86576 8.887 8.91086 8.93732 8.96641 8.9981 9.03241 9.06934 9.10888 9.15103 9.19579 9.24317 9.29316 9.34577 9.40099 9.45883 9.51927 9.58233 9.64801 9.7163 9.7872 9.86072 9.93685 10.0156 10.097 10.1809 10.2675 10.3567 10.4485 10.5429 10.64 10.7396 10.8419 10.9468 11.0543 11.1644 11.2771 11.3925 11.5104 11.631 11.7542 11.8799 12.0083 12.1394 12.273 12.4092 12.5481 12.6896 12.8337 12.9804 13.1297 13.2816 13.4362 13.5933 13.7531 13.9155 14.0805 14.2481 
20.1871 19.9419 19.6993 19.4593 19.2219 18.9872 18.755 18.5255 18.2986 18.0743 17.8526 17.6335 17.417 17.2032 16.992 16.7833 16.5773 16.3739 16.1732 15.975 15.7794 15.5865 15.3962 15.2085 15.0234 14.8409 14.661 14.4838 14.3091 14.1371 13.9677 13.8009 13.6367 13.4751 13.3162 13.1598 13.0061 12.855 12.7065 12.5606 12.4173 12.2767 12.1386 12.0032 11.8704 11.7402 11.6126 11.4876 11.3652 11.2455 11.1283 11.0138 10.9019 10.7926 10.6859 10.5818 10.4804 10.3815 10.2853 10.1917 10.1007 10.0123 9.92654 9.84339 9.76284 9.68491 9.60959 9.53689 9.4668 9.39932 9.33446 9.27221 9.21257 9.15555 9.10115 9.04935 9.00017 8.95361 8.90966 8.86834 8.82964 8.79357 8.76013 8.72933 8.70116 8.67562 8.65272 8.63245 8.61482 8.59983 8.58747 8.57775 8.57067 8.56623 8.56443 8.56527 8.56871 8.57478 8.58345 8.59474 8.60865 8.62517 8.6443 8.66604 8.6904 8.71737 8.74696 8.77916 8.81398 8.8514 8.89145 8.9341 8.97937 9.02725 9.07775 9.13086 9.18658 9.24492 9.30587 9.36944 9.43562 9.50441 9.57582 9.64984 9.72647 9.80572 9.88758 9.97206 10.0591 10.1489 10.2412 10.3361 10.4336 10.5338 10.6366 10.742 10.85 10.9606 11.0738 11.1896 11.3081 11.4292 11.5528 11.6791 11.8081 11.9396 12.0737 12.2105 12.3498 12.4918 12.6364 12.7836 12.9334 13.0859 13.2409 13.3986 13.5588 13.7217 13.8872 14.0553 
19.9172 19.6725 19.4304 19.1909 18.9541 18.7198 18.4882 18.2591 18.0327 17.8089 17.5877 17.3692 17.1532 16.9399 16.7291 16.521 16.3155 16.1126 15.9124 15.7147 15.5197 15.3272 15.1374 14.9502 14.7656 14.5836 14.4043 14.2275 14.0534 13.8819 13.7129 13.5467 13.383 13.2219 13.0634 12.9076 12.7544 12.6038 12.4558 12.3104 12.1676 12.0275 11.8899 11.755 11.6227 11.493 11.3659 11.2414 11.1195 11.0003 10.8837 10.7696 10.6582 10.5494 10.4433 10.3397 10.2387 10.1404 10.0447 9.95156 9.86107 9.77319 9.68792 9.60526 9.52522 9.44779 9.37298 9.30078 9.23119 9.16422 9.09986 9.03812 8.97899 8.92247 8.86856 8.81728 8.7686 8.72254 8.6791 8.63828 8.60008 8.56452 8.53158 8.50128 8.47362 8.44859 8.42619 8.40643 8.3893 8.37482 8.36297 8.35376 8.34718 8.34325 8.34196 8.3433 8.34725 8.35382 8.363 8.3748 8.3892 8.40622 8.42586 8.44811 8.47297 8.50045 8.53054 8.56324 8.59856 8.63649 8.67704 8.7202 8.76597 8.81436 8.86536 8.91897 8.9752 9.03404 9.0955 9.15957 9.22625 9.29555 9.36746 9.44198 9.51912 9.59888 9.68124 9.76622 9.85381 9.94402 10.0368 10.1323 10.2303 10.331 10.4343 10.5402 10.6487 10.7598 10.8735 10.9898 11.1088 11.2304 11.3546 11.4814 11.6108 11.7428 11.8774 12.0147 12.1546 12.2971 12.4421 12.5899 12.7402 12.8931 13.0487 13.2068 13.3676 13.531 13.697 13.8656 
19.6504 19.4062 19.1646 18.9256 18.6892 18.4555 18.2243 17.9958 17.7699 17.5466 17.3259 17.1079 16.8924 16.6796 16.4694 16.2617 16.0567 15.8544 15.6546 15.4574 15.2629 15.071 14.8816 14.6949 14.5109 14.3294 14.1505 13.9743 13.8006 13.6296 13.4612 13.2954 13.1322 12.9717 12.8137 12.6584 12.5057 12.3556 12.2081 12.0632 11.9209 11.7813 11.6442 11.5098 11.378 11.2488 11.1222 10.9982 10.8769 10.7581 10.642 10.5285 10.4176 10.3093 10.2036 10.1006 10.0001 9.90228 9.80706 9.71445 9.62446 9.53708 9.45231 9.37016 9.29063 9.2137 9.13939 9.0677 8.99861 8.93214 8.86829 8.80705 8.74842 8.69241 8.63901 8.58822 8.54005 8.49449 8.45156 8.41124 8.37355 8.33849 8.30606 8.27626 8.2491 8.22458 8.20269 8.18343 8.16681 8.15283 8.14149 8.13278 8.12672 8.1233 8.12252 8.12436 8.12882 8.13589 8.14557 8.15787 8.17278 8.19031 8.21045 8.2332 8.25857 8.28655 8.31714 8.35035 8.38617 8.42461 8.46566 8.50932 8.5556 8.60449 8.65599 8.71011 8.76684 8.82619 8.88815 8.95272 9.01991 9.08971 9.16212 9.23715 9.3148 9.39505 9.47792 9.5634 9.6515 9.74221 9.83554 9.93148 10.03 10.1312 10.235 10.3414 10.4504 10.562 10.6762 10.7931 10.9125 11.0346 11.1593 11.2866 11.4165 11.5491 11.6842 11.822 11.9623 12.1053 12.2509 12.3991 12.55 12.7034 12.8595 13.0181 13.1794 13.3433 13.5098 13.6789 
19.3865 19.1428 18.9018 18.6633 18.4274 18.1942 17.9635 17.7355 17.5101 17.2873 17.0672 16.8496 16.6346 16.4223 16.2126 16.0055 15.801 15.5991 15.3998 15.2032 15.0091 14.8177 14.6289 14.4427 14.2591 14.0782 13.8998 13.7241 13.5509 13.3804 13.2125 13.0472 12.8846 12.7245 12.567 12.4122 12.26 12.1104 11.9634 11.819 11.6773 11.5381 11.4016 11.2676 11.1363 11.0076 10.8816 10.7581 10.6372 10.519 10.4034 10.2904 10.18 10.0722 9.96701 9.86445 9.76451 9.66718 9.57246 9.48036 9.39087 9.304 9.21973 9.13809 9.05905 8.98263 8.90883 8.83764 8.76906 8.70309 8.63974 8.579 8.52088 8.46537 8.41248 8.36219 8.31453 8.26947 8.22704 8.18722 8.15004 8.11548 8.08356 8.05427 8.02761 8.00359 7.98221 7.96346 7.94734 7.93387 7.92303 7.91484 7.90928 7.90637 7.9061 7.90844 7.9134 7.92098 7.93117 7.94397 7.95938 7.97741 7.99806 8.02131 8.04718 8.07567 8.10677 8.14048 8.17681 8.21574 8.2573 8.30147 8.34825 8.39764 8.44965 8.50427 8.56151 8.62136 8.68382 8.7489 8.81659 8.88689 8.95981 9.03534 9.11349 9.19425 9.27762 9.36361 9.45221 9.54343 9.63726 9.7337 9.83275 9.93442 10.0387 10.1456 10.2551 10.3672 10.482 10.5993 10.7193 10.8419 10.9671 11.0949 11.2253 11.3583 11.494 11.6322 11.7731 11.9166 12.0627 12.2114 12.3628 12.5167 12.6733 12.8324 12.9942 13.1586 13.3256 13.4953 
19.1257 18.8826 18.642 18.404 18.1686 17.9359 17.7058 17.4783 17.2534 17.0311 16.8114 16.5943 16.3799 16.1681 15.9588 15.7522 15.5483 15.3469 15.1481 14.952 14.7584 14.5675 14.3792 14.1935 14.0104 13.83 13.6521 13.4769 13.3042 13.1342 12.9668 12.802 12.6399 12.4803 12.3234 12.1691 12.0173 11.8682 11.7217 11.5779 11.4366 11.298 11.1619 11.0285 10.8977 10.7695 10.6439 10.521 10.4006 10.2829 10.1678 10.0553 9.94537 9.83809 9.73342 9.63137 9.53193 9.4351 9.34089 9.24929 9.16031 9.07394 8.99018 8.90903 8.8305 8.75459 8.68129 8.6106 8.54252 8.47706 8.41422 8.35398 8.29636 8.24136 8.18897 8.13919 8.09202 8.04748 8.00554 7.96623 7.92955 7.8955 7.86408 7.83529 7.80914 7.78563 7.76475 7.74651 7.7309 7.71793 7.7076 7.69992 7.69487 7.69247 7.6927 7.69555 7.70101 7.70909 7.71978 7.73309 7.74901 7.76754 7.78869 7.81245 7.83883 7.86781 7.89942 7.93363 7.97046 8.00991 8.05196 8.09663 8.14392 8.19382 8.24633 8.30146 8.3592 8.41955 8.48252 8.5481 8.61629 8.6871 8.76052 8.83656 8.91521 8.99647 9.08035 9.16684 9.25595 9.34767 9.442 9.53895 9.63851 9.74068 9.84547 9.95287 10.0629 10.1755 10.2908 10.4086 10.5291 10.6522 10.7779 10.9062 11.0371 11.1706 11.3068 11.4456 11.5869 11.7309 11.8775 12.0268 12.1786 12.333 12.4901 12.6498 12.8121 12.977 13.1445 13.3146 
18.868 18.6253 18.3852 18.1477 17.9129 17.6806 17.451 17.224 16.9996 16.7778 16.5587 16.3421 16.1282 15.9168 15.7081 15.502 15.2985 15.0977 14.8994 14.7038 14.5107 14.3203 14.1325 13.9473 13.7647 13.5848 13.4074 13.2327 13.0606 12.8911 12.7242 12.5599 12.3982 12.2392 12.0827 11.9289 11.7777 11.6291 11.4831 11.3398 11.199 11.0609 10.9253 10.7924 10.6621 10.5344 10.4093 10.2869 10.167 10.0498 9.93519 9.82319 9.7138 9.60702 9.50286 9.40131 9.30237 9.20605 9.11234 9.02125 8.93277 8.8469 8.76365 8.68301 8.60498 8.52957 8.45677 8.38659 8.31901 8.25406 8.19171 8.13199 8.07487 8.02037 7.96848 7.91921 7.87255 7.8285 7.78707 7.74827 7.71209 7.67854 7.64763 7.61935 7.5937 7.57069 7.55032 7.53258 7.51748 7.50502 7.4952 7.48802 7.48348 7.48159 7.48232 7.48568 7.49165 7.50023 7.51143 7.52524 7.54166 7.5607 7.58235 7.60661 7.63349 7.66298 7.69509 7.72981 7.76714 7.80709 7.84965 7.89483 7.94261 7.99302 8.04603 8.10166 8.15991 8.22076 8.28424 8.35032 8.41902 8.49033 8.56426 8.6408 8.71995 8.80172 8.8861 8.9731 9.06271 9.15493 9.24976 9.34722 9.44728 9.54996 9.65525 9.76315 9.87367 9.98681 10.1026 10.2209 10.3419 10.4655 10.5917 10.7205 10.8519 10.986 11.1226 11.2619 11.4038 11.5483 11.6954 11.8451 11.9974 12.1524 12.31 12.4701 12.6329 12.7984 12.9664 13.137 
18.6132 18.371 18.1315 17.8945 17.6602 17.4284 17.1993 16.9728 16.7489 16.5276 16.309 16.0929 15.8795 15.6686 15.4604 15.2548 15.0519 14.8515 14.6537 14.4586 14.2661 14.0761 13.8888 13.7042 13.5221 13.3426 13.1658 12.9916 12.8199 12.6509 12.4845 12.3208 12.1596 12.0011 11.8451 11.6918 11.5411 11.393 11.2475 11.1047 10.9644 10.8268 10.6917 10.5593 10.4295 10.3023 10.1778 10.0558 9.93648 9.81975 9.70564 9.59414 9.48525 9.37898 9.27532 9.17427 9.07584 8.98002 8.88682 8.79623 8.70825 8.62289 8.54014 8.46 8.38248 8.30757 8.23528 8.1656 8.09853 8.03408 7.97224 7.91301 7.8564 7.8024 7.75102 7.70225 7.65609 7.61255 7.57163 7.53332 7.49765 7.4646 7.43419 7.40642 7.38128 7.35877 7.33891 7.32167 7.30708 7.29513 7.28582 7.27914 7.27512 7.27373 7.27497 7.27883 7.2853 7.29439 7.30609 7.3204 7.33733 7.35687 7.37903 7.4038 7.43118 7.46118 7.49379 7.52901 7.56685 7.6073 7.65036 7.69604 7.74433 7.79524 7.84876 7.90489 7.96364 8.025 8.08898 8.15557 8.22477 8.29659 8.37102 8.44806 8.52772 8.60999 8.69488 8.78237 8.87249 8.96521 9.06055 9.15851 9.25908 9.36226 9.46805 9.57646 9.68749 9.80112 9.91737 10.0362 10.1577 10.2818 10.4085 10.5378 10.6698 10.8043 10.9415 11.0812 11.2236 11.3686 11.5163 11.6665 11.8193 11.9748 12.1329 12.2935 12.4568 12.6227 12.7913 12.9624 
