44.3492 42.1325 39.9881 37.9159 35.916 33.9884 32.1331 30.3502 28.6395 27.0012 25.4354 23.9419 22.5209 21.1724 19.8965 18.6931 17.5625 16.5046 15.5196 14.6075 13.7686 13.003 12.311 11.6929 11.1491 10.68 10.2865 9.96954 9.7305 9.57151 9.4958 9.50498 9.58667 9.74076 9.96727 10.2661 10.6372 11.0805 11.5961 12.1839 
42.147 39.9719 37.869 35.8384 33.88 31.994 30.1802 28.4387 26.7696 25.1729 23.6486 22.1966 20.8172 19.5102 18.2758 17.114 16.0249 15.0086 14.0652 13.1948 12.3975 11.6737 11.0235 10.4474 9.94566 9.51908 9.16849 8.89515 8.70094 8.58882 8.56238 8.61405 8.73794 8.93403 9.20237 9.54298 9.95585 10.441 10.9984 11.6281 
40.017 37.8835 35.8221 33.833 31.9162 30.0717 28.2995 26.5996 24.972 23.4168 21.934 20.5236 19.1857 17.9203 16.7274 15.6072 14.5597 13.5849 12.6831 11.8543 11.0987 10.4166 9.80829 9.27413 8.81468 8.4307 8.12328 7.89407 7.74571 7.68237 7.70322 7.79647 7.96187 8.19966 8.50979 8.89221 9.34692 9.87391 10.4732 11.1447 
37.9593 35.8673 33.8475 31.9 30.0247 28.2217 26.4911 24.8327 23.2467 21.733 20.2918 18.9229 17.6265 16.4027 15.2513 14.1726 13.1667 12.2335 11.3732 10.586 9.87214 9.2318 8.66535 8.17326 7.75616 7.41499 7.1511 6.96678 6.86587 6.8527 6.91545 7.05049 7.25789 7.5376 7.88958 8.31385 8.8104 9.37922 10.0203 10.7337 
35.9738 33.9234 31.9452 30.0392 28.2055 26.4441 24.7549 23.1381 21.5937 20.1216 18.7218 17.3945 16.1397 14.9573 13.8475 12.8103 11.8459 10.9542 10.1355 9.38998 8.71777 8.1192 7.59467 7.14473 6.77016 6.47208 6.2523 6.11402 6.0631 6.09583 6.2005 6.37731 6.62648 6.94798 7.34179 7.8079 8.3463 8.95699 9.63995 10.3952 
34.0607 32.0518 30.1151 28.2507 26.4586 24.7387 23.0912 21.5159 20.013 18.5824 17.2242 15.9384 14.7251 13.5842 12.5159 11.5202 10.5973 9.74719 8.97006 8.2661 7.63557 7.07879 6.59623 6.18855 5.85669 5.60215 5.42742 5.33715 5.33741 5.41132 5.55755 5.77626 6.06734 6.43074 6.86643 7.37442 7.95468 8.60723 9.33206 10.1292 
32.2198 30.2525 28.3574 26.5346 24.784 23.1057 21.4997 19.966 18.5046 17.1155 15.7988 14.5545 13.3827 12.2833 11.2565 10.3024 9.42093 8.61234 7.87676 7.21441 6.62555 6.11059 5.67005 5.30475 5.01589 4.80547 4.67725 4.63832 4.68282 4.79895 4.9872 5.24781 5.58076 5.98602 6.46358 7.01343 7.63557 8.32999 9.0967 9.93568 
30.4513 28.5256 26.6721 24.8908 23.1818 21.545 19.9805 18.4884 17.0685 15.7209 14.4457 13.2429 12.1126 11.0547 10.0694 9.15671 8.31677 7.54968 6.85564 6.23488 5.68771 5.21459 4.81616 4.49342 4.24795 4.08269 4.00359 4.01642 4.10164 4.25916 4.48925 4.79176 5.16661 5.61377 6.13323 6.72497 7.38899 8.1253 8.93389 9.81478 
28.7552 26.871 25.0591 23.3193 21.6519 20.0567 18.5337 17.083 15.7047 14.3986 13.1649 12.0036 10.9147 9.89834 8.95449 8.08327 7.2848 6.55921 5.90669 5.32751 4.82204 4.39079 4.03457 3.75464 3.55322 3.43481 3.40886 3.46436 3.59194 3.79172 4.06383 4.40828 4.82505 5.31411 5.87545 6.50908 7.21498 7.99319 8.84369 9.76651 
27.1314 25.2888 23.5184 21.8202 20.1943 18.6406 17.1592 15.75 14.4131 13.1486 11.9564 10.8366 9.78914 8.81421 7.91182 7.08207 6.32505 5.64094 5.02994 4.49234 4.02856 3.63924 3.32535 3.08856 2.93235 2.8645 2.88931 2.98643 3.15548 3.39703 3.71103 4.09739 4.55607 5.08703 5.69026 6.36578 7.11359 7.9337 8.82615 9.79093 
25.5799 23.7789 22.05 20.3934 18.809 17.2968 15.8569 14.4893 13.1939 11.9709 10.8202 9.74183 8.73589 7.80241 6.94146 6.15314 5.43757 4.79491 4.2254 3.72936 3.30729 2.95995 2.68862 2.49568 2.3865 2.37441 2.44101 2.57984 2.7911 3.07479 3.43082 3.85914 4.35973 4.93259 5.57771 6.29512 7.08485 7.94691 8.88133 9.88811 
24.1007 22.3413 20.654 19.0389 17.4961 16.0255 14.6271 13.301 12.0471 10.8655 9.75628 8.71937 7.75486 6.86281 6.0433 5.29643 4.62231 4.02114 3.49314 3.03869 2.65835 2.35304 2.12439 1.97646 1.9198 1.95703 2.06591 2.24665 2.49985 2.82545 3.22338 3.69359 4.23606 4.85079 5.53781 6.29715 7.12883 8.03289 9.00932 10.0581 
22.694 20.9761 19.3303 17.7568 16.2555 14.8264 13.4695 12.1848 10.9725 9.83238 8.76463 7.76925 6.84628 5.99577 5.21778 4.5124 3.87976 3.32004 2.83352 2.42063 2.08204 1.81894 1.63361 1.53218 1.53503 1.61287 1.76299 1.9858 2.28111 2.64873 3.08861 3.60071 4.18506 4.84169 5.57064 6.37194 7.24563 8.19172 9.21021 10.3011 
21.3595 19.6832 18.079 16.547 15.0873 13.6997 12.3844 11.1413 9.97055 8.87204 7.84583 6.89194 6.0104 5.20126 4.46461 3.80056 3.20928 2.69097 2.24594 1.87463 1.57782 1.35692 1.21627 1.16946 1.21959 1.34054 1.53315 1.79815 2.13544 2.54493 3.02663 3.58057 4.20679 4.90534 5.67627 6.51961 7.43535 8.42351 9.48408 10.617 
20.0975 18.4627 16.9001 15.4097 13.9915 12.6455 11.3717 10.1701 9.04079 7.98369 6.99887 6.0864 5.24634 4.47877 3.7838 3.16151 2.61201 2.13545 1.73211 1.40249 1.14751 0.968961 0.872983 0.89047 0.980192 1.14194 1.37645 1.68337 2.06249 2.51379 3.03731 3.63312 4.30129 5.04186 5.85485 6.74026 7.69809 8.72834 9.831 11.006 
18.9078 17.3146 15.7936 14.3448 12.9681 11.6637 10.4314 9.27144 8.18373 7.16836 6.22536 5.35477 4.5566 3.83085 3.17749 2.59654 2.08813 1.65251 1.29014 1.00173 0.788505 0.654521 0.61479 0.677281 0.810996 1.01588 1.2927 1.64149 2.06236 2.55542 3.12079 3.75856 4.46876 5.25141 6.10649 7.034 8.03393 9.10628 10.251 11.4682 
