11.0046 9.88508 8.8427 7.87745 6.98933 6.17833 5.44446 4.78772 4.2081 3.70561 3.28025 2.93202 2.66092 2.46694 2.35009 2.31037 2.34777 2.4623 2.65396 2.92275 
9.8845 8.80977 7.81216 6.89169 6.04834 5.28211 4.59302 3.98105 3.44621 2.9885 2.60791 2.30446 2.07813 1.92892 1.85685 1.8619 1.94408 2.10339 2.33982 2.65338 
8.8416 7.81165 6.85882 5.98311 5.18454 4.46309 3.81877 3.25158 2.76151 2.34857 2.01276 1.75408 1.57253 1.4681 1.4408 1.49062 1.61758 1.82166 2.10287 2.46121 
7.8759 6.89072 5.98266 5.15173 4.39793 3.72126 3.12171 2.5993 2.15401 1.78584 1.49481 1.2809 1.14412 1.08446 1.10194 1.19654 1.36827 1.61713 1.94311 2.34622 
6.98739 6.04698 5.1837 4.39754 3.68852 3.05662 2.50185 2.02421 1.62369 1.3003 1.05404 0.884907 0.792901 0.778023 0.840272 0.979648 1.19615 1.48978 1.86054 2.30843 
6.17607 5.28043 4.46193 3.72055 3.0563 2.46917 1.95918 1.52631 1.17057 0.891954 0.690468 0.566109 0.518878 0.548774 0.655798 0.839949 1.10123 1.43963 1.85517 2.34783 
5.44194 4.59108 3.81735 3.12074 2.50127 1.95892 1.4937 1.1056 0.794637 0.560798 0.404087 0.324503 0.322046 0.396717 0.548515 0.777441 1.08349 1.46668 1.92698 2.46442 
4.785 3.97892 3.24996 2.59813 2.02343 1.52586 1.10541 0.762091 0.495899 0.306835 0.194898 0.160089 0.202407 0.321852 0.518425 0.792126 1.14295 1.57091 2.07599 2.6582 
4.20526 3.44395 2.75977 2.15271 1.62279 1.16999 0.794314 0.49577 0.274353 0.130063 0.062901 0.0728664 0.159959 0.32418 0.565527 0.884003 1.27961 1.75234 2.30219 2.92918 
3.70271 2.98617 2.34676 1.78448 1.29933 0.891308 0.560411 0.306641 0.129998 0.0304836 0.00809627 0.0628364 0.194704 0.403699 0.689822 1.05307 1.49345 2.01095 2.60559 3.27735 
3.27735 2.60559 2.01095 1.49345 1.05307 0.689822 0.403699 0.194704 0.0628364 0.00809627 0.0304836 0.129998 0.306641 0.560411 0.891308 1.29933 1.78448 2.34676 2.98617 3.70271 
2.92918 2.30219 1.75234 1.27961 0.884003 0.565527 0.32418 0.159959 0.0728664 0.062901 0.130063 0.274353 0.49577 0.794314 1.16999 1.62279 2.15271 2.75977 3.44395 4.20526 
2.6582 2.07599 1.57091 1.14295 0.792126 0.518425 0.321852 0.202407 0.160089 0.194898 0.306835 0.495899 0.762091 1.10541 1.52586 2.02343 2.59813 3.24996 3.97892 4.785 
2.46442 1.92698 1.46668 1.08349 0.777441 0.548515 0.396717 0.322046 0.324503 0.404087 0.560798 0.794637 1.1056 1.4937 1.95892 2.50127 3.12074 3.81735 4.59108 5.44194 
2.34783 1.85517 1.43963 1.10123 0.839949 0.655798 0.548774 0.518878 0.566109 0.690468 0.891954 1.17057 1.52631 1.95918 2.46917 3.0563 3.72055 4.46193 5.28043 6.17607 
2.30843 1.86054 1.48978 1.19615 0.979648 0.840272 0.778023 0.792901 0.884907 1.05404 1.3003 1.62369 2.02421 2.50185 3.05662 3.68852 4.39754 5.1837 6.04698 6.98739 
2.34622 1.94311 1.61713 1.36827 1.19654 1.10194 1.08446 1.14412 1.2809 1.49481 1.78584 2.15401 2.5993 3.12171 3.72126 4.39793 5.15173 5.98266 6.89072 7.8759 
2.46121 2.10287 1.82166 1.61758 1.49062 1.4408 1.4681 1.57253 1.75408 2.01276 2.34857 2.76151 3.25158 3.81877 4.46309 5.18454 5.98311 6.85882 7.81165 8.8416 
2.65338 2.33982 2.10339 1.94408 1.8619 1.85685 1.92892 2.07813 2.30446 2.60791 2.9885 3.44621 3.98105 4.59302 5.28211 6.04834 6.89169 7.81216 8.80977 9.8845 
2.92275 2.65396 2.4623 2.34777 2.31037 2.35009 2.46694 2.66092 2.93202 3.28025 3.70561 4.2081 4.78772 5.44446 6.17833 6.98933 7.87745 8.8427 9.88508 11.0046 
