10.9275 9.81558 8.7804 7.822 6.94036 6.1355 5.4074 4.75608 4.18152 3.68374 3.26272 2.91848 2.65101 2.4603 2.34637 2.30921 2.34881 2.46519 2.65834 2.92825 
9.8157 8.74807 7.75721 6.84313 6.00581 5.24526 4.56148 3.95448 3.42424 2.97077 2.59407 2.29415 2.07099 1.9246 1.85499 1.86214 1.94607 2.10676 2.34422 2.65846 
8.78063 7.75732 6.81078 5.94101 5.14801 4.43178 3.79232 3.22963 2.74371 2.33456 2.00218 1.74657 1.56773 1.46566 1.44036 1.49184 1.62008 1.82509 2.10687 2.46542 
7.82232 6.84333 5.94111 5.11565 4.36697 3.69506 3.09992 2.58154 2.13994 1.77511 1.48705 1.27575 1.14123 1.08348 1.1025 1.19829 1.37084 1.62017 1.94627 2.34914 
6.94077 6.0061 5.14819 4.36705 3.66269 3.03509 2.48427 2.01021 1.61293 1.29241 1.04867 0.88169 0.791485 0.778051 0.841386 0.981492 1.19837 1.49201 1.86243 2.30962 
6.13598 5.24562 4.43203 3.69521 3.03516 2.45188 1.94537 1.51564 1.16267 0.886469 0.687041 0.564384 0.518496 0.549379 0.657032 0.841455 1.10265 1.44061 1.85534 2.34685 
5.40794 4.56189 3.79262 3.10012 2.48439 1.94543 1.48324 1.09782 0.789165 0.557285 0.402174 0.323834 0.322264 0.397464 0.549434 0.778174 1.08368 1.46596 1.92502 2.46084 
4.75665 3.95493 3.22997 2.58179 2.01037 1.51573 1.09786 0.756754 0.49242 0.304857 0.194064 0.16004 0.202788 0.322305 0.518592 0.791649 1.14148 1.56807 2.07144 2.65158 
4.18212 3.42472 2.74408 2.14021 1.61312 1.16279 0.789234 0.492447 0.272431 0.129185 0.0627093 0.0730035 0.160068 0.323902 0.564507 0.881882 1.27603 1.74694 2.29463 2.91908 
3.68435 2.97126 2.33494 1.77539 1.29262 0.886606 0.557367 0.304898 0.129199 0.0302701 0.0081115 0.062723 0.194105 0.402256 0.687178 1.04887 1.48733 2.00256 2.59457 3.26334 
3.26334 2.59457 2.00256 1.48733 1.04887 0.687178 0.402256 0.194105 0.062723 0.0081115 0.0302701 0.129199 0.304898 0.557367 0.886606 1.29262 1.77539 2.33494 2.97126 3.68435 
2.91908 2.29463 1.74694 1.27603 0.881882 0.564507 0.323902 0.160068 0.0730035 0.0627093 0.129185 0.272431 0.492447 0.789234 1.16279 1.61312 2.14021 2.74408 3.42472 4.18212 
2.65158 2.07144 1.56807 1.14148 0.791649 0.518592 0.322305 0.202788 0.16004 0.194064 0.304857 0.49242 0.756754 1.09786 1.51573 2.01037 2.58179 3.22997 3.95493 4.75665 
2.46084 1.92502 1.46596 1.08368 0.778174 0.549434 0.397464 0.322264 0.323834 0.402174 0.557285 0.789165 1.09782 1.48324 1.94543 2.48439 3.10012 3.79262 4.56189 5.40794 
2.34685 1.85534 1.44061 1.10265 0.841455 0.657032 0.549379 0.518496 0.564384 0.687041 0.886469 1.16267 1.51564 1.94537 2.45188 3.03516 3.69521 4.43203 5.24562 6.13598 
2.30962 1.86243 1.49201 1.19837 0.981492 0.841386 0.778051 0.791485 0.88169 1.04867 1.29241 1.61293 2.01021 2.48427 3.03509 3.66269 4.36705 5.14819 6.0061 6.94077 
2.34914 1.94627 1.62017 1.37084 1.19829 1.1025 1.08348 1.14123 1.27575 1.48705 1.77511 2.13994 2.58154 3.09992 3.69506 4.36697 5.11565 5.94111 6.84333 7.82232 
2.46542 2.10687 1.82509 1.62008 1.49184 1.44036 1.46566 1.56773 1.74657 2.00218 2.33456 2.74371 3.22963 3.79232 4.43178 5.14801 5.94101 6.81078 7.75732 8.78063 
2.65846 2.34422 2.10676 1.94607 1.86214 1.85499 1.9246 2.07099 2.29415 2.59407 2.97077 3.42424 3.95448 4.56148 5.24526 6.00581 6.84313 7.75721 8.74807 9.8157 
2.92825 2.65834 2.46519 2.34881 2.30921 2.34637 2.4603 2.65101 2.91848 3.26272 3.68374 4.18152 4.75608 5.4074 6.1355 6.94036 7.822 8.7804 9.81558 10.9275 
