11.111 10.5559 10.019 9.50018 8.99954 8.51706 8.05273 7.60657 7.17855 6.7687 6.377 6.00346 5.64808 5.31085 4.99179 4.69087 4.40812 4.14352 3.89708 3.6688 3.45868 3.26671 3.0929 2.93725 2.79975 2.68041 2.57923 2.4962 2.43134 2.38463 2.35607 2.34568 2.35344 2.37936 2.42343 2.48567 2.56606 2.6646 2.78131 2.91617 
10.545 10.0007 9.4745 8.96647 8.47661 8.0049 7.55135 7.11596 6.69872 6.29964 5.91872 5.55596 5.21135 4.8849 4.57661 4.28647 4.01449 3.76067 3.52501 3.3075 3.10815 2.92696 2.76392 2.61905 2.49233 2.38376 2.29336 2.22111 2.16702 2.13108 2.1133 2.11368 2.13222 2.16892 2.22377 2.29678 2.38794 2.49726 2.62474 2.77038 
9.99771 9.46414 8.94874 8.45149 7.97241 7.51147 7.0687 6.64408 6.23762 5.84932 5.47917 5.12718 4.79335 4.47768 4.18016 3.9008 3.6396 3.39655 3.17166 2.96493 2.77636 2.60594 2.45368 2.31958 2.20364 2.10585 2.02622 1.96474 1.92143 1.89627 1.88927 1.90042 1.92974 1.97721 2.04283 2.12662 2.22856 2.34866 2.48691 2.64333 
9.46913 8.94635 8.44172 7.95525 7.48693 7.03678 6.60478 6.19094 5.79525 5.41773 5.05835 4.71714 4.39409 4.08919 3.80245 3.53386 3.28343 3.05117 2.83705 2.6411 2.4633 2.30366 2.16217 2.03885 1.93368 1.84667 1.77781 1.72711 1.69457 1.68019 1.68396 1.70589 1.74598 1.80423 1.88063 1.97519 2.08791 2.21878 2.36781 2.535 
8.95929 8.44728 7.95343 7.47773 7.0202 6.58082 6.15959 5.75653 5.37162 5.00486 4.65627 4.32583 4.01355 3.71943 3.44346 3.18566 2.946 2.72451 2.52117 2.33599 2.16897 2.02011 1.8894 1.77685 1.68245 1.60622 1.54814 1.50821 1.48645 1.48284 1.49739 1.5301 1.58096 1.64998 1.73716 1.8425 1.96599 2.10764 2.26745 2.44541 
8.46818 7.96695 7.48387 7.01895 6.57219 6.14358 5.73314 5.34085 4.96671 4.61074 4.27292 3.95326 3.65175 3.3684 3.10321 2.85618 2.62731 2.41659 2.22403 2.04962 1.89337 1.75528 1.63535 1.53358 1.44996 1.3845 1.33719 1.30805 1.29706 1.30423 1.32955 1.37303 1.43467 1.51447 1.61243 1.72854 1.86281 2.01523 2.18581 2.37455 
7.99581 7.50535 7.03305 6.5789 6.14292 5.72509 5.32541 4.9439 4.58054 4.23534 3.9083 3.59941 3.30868 3.03611 2.7817 2.54544 2.32734 2.1274 1.94561 1.78198 1.63651 1.5092 1.40004 1.30904 1.2362 1.18151 1.14498 1.12661 1.1264 1.14434 1.18045 1.2347 1.30712 1.39769 1.50642 1.63331 1.77835 1.94155 2.12291 2.32243 
7.54216 7.06248 6.60095 6.15758 5.73237 5.32532 4.93642 4.56568 4.2131 3.87868 3.56241 3.2643 2.98435 2.72255 2.47891 2.25343 2.0461 1.85694 1.68593 1.53307 1.39838 1.28184 1.18346 1.10324 1.04117 0.99726 0.971507 0.963912 0.974474 1.00319 1.05007 1.1151 1.19829 1.29964 1.41915 1.55681 1.71263 1.88661 2.07874 2.28903 
7.10725 6.63834 6.18759 5.755 5.34056 4.94429 4.56617 4.2062 3.8644 3.54075 3.23525 2.94792 2.67874 2.42772 2.19486 1.98015 1.7836 1.60521 1.44498 1.3029 1.17898 1.07322 0.985612 0.916164 0.864872 0.831739 0.816762 0.819942 0.84128 0.880775 0.938427 1.01424 1.1082 1.22033 1.35061 1.49905 1.66564 1.85039 2.0533 2.27437 
6.69107 6.23294 5.79296 5.37115 4.96749 4.58198 4.21464 3.86545 3.53442 3.22155 2.92683 2.65027 2.39187 2.15162 1.92954 1.72561 1.53983 1.37222 1.22276 1.09146 0.978313 0.883326 0.806496 0.747824 0.707308 0.68495 0.680749 0.694705 0.726818 0.777089 0.845517 0.932102 1.03684 1.15974 1.3008 1.46001 1.63739 1.83291 2.0466 2.27844 
6.29362 5.84627 5.41707 5.00603 4.61314 4.23842 3.88185 3.54343 3.22318 2.92108 2.63714 2.37136 2.12373 1.89426 1.68295 1.48979 1.3148 1.15796 1.01927 0.898747 0.796378 0.712167 0.646113 0.598216 0.568476 0.556893 0.563468 0.5882 0.631089 0.692135 0.771339 0.868699 0.984217 1.11789 1.26972 1.43971 1.62786 1.83416 2.05863 2.30124 
5.91491 5.47833 5.0599 4.65964 4.27753 3.91358 3.56778 3.24015 2.93067 2.63935 2.36618 2.11117 1.87432 1.65563 1.45509 1.27271 1.10849 0.962427 0.834519 0.724769 0.633176 0.55974 0.504462 0.46734 0.448376 0.447569 0.464919 0.500427 0.554092 0.625913 0.715893 0.824029 0.950322 1.09477 1.25738 1.43815 1.63707 1.85415 2.08938 2.34278 
5.55492 5.12912 4.72147 4.33198 3.96065 3.60747 3.27245 2.95559 2.65689 2.37634 2.11395 1.86972 1.64365 1.43573 1.24597 1.07436 0.920918 0.785629 0.668498 0.569523 0.488706 0.426046 0.381543 0.355197 0.347008 0.356977 0.385103 0.431386 0.495826 0.578424 0.679179 0.798091 0.93516 1.09039 1.26377 1.45531 1.66501 1.89286 2.13888 2.40305 
5.21367 4.79864 4.40177 4.02306 3.6625 3.3201 2.99586 2.68977 2.40184 2.13207 1.88046 1.647 1.4317 1.23456 1.05558 0.894748 0.752078 0.627564 0.521208 0.433009 0.362968 0.311083 0.277356 0.261786 0.264373 0.285117 0.324019 0.381078 0.456294 0.549667 0.661197 0.790885 0.93873 1.10473 1.28889 1.49121 1.71168 1.95031 2.2071 2.48205 
4.89115 4.4869 4.1008 3.73287 3.38308 3.05146 2.73799 2.44268 2.16553 1.90654 1.6657 1.44302 1.23849 1.05213 0.883916 0.733864 0.601969 0.488232 0.392651 0.315228 0.255962 0.214853 0.191902 0.187107 0.20047 0.23199 0.281667 0.349501 0.435493 0.539642 0.661948 0.802411 0.961032 1.13781 1.33274 1.54584 1.77709 2.02649 2.29406 2.57978 
4.58737 4.19389 3.81857 3.46141 3.1224 2.80155 2.49886 2.21433 1.94795 1.69973 1.46967 1.25776 1.06401 0.888423 0.730989 0.591713 0.470593 0.367631 0.282827 0.216179 0.167689 0.137355 0.125179 0.131161 0.155299 0.197595 0.258047 0.336658 0.433425 0.548349 0.681431 0.83267 1.00207 1.18962 1.39533 1.6192 1.86122 2.1214 2.39974 2.69624 
4.30231 3.91961 3.55507 3.20868 2.88045 2.57038 2.27846 2.0047 1.7491 1.51166 1.29237 1.09124 0.908267 0.743452 0.596794 0.468293 0.35795 0.265763 0.191734 0.135862 0.0981473 0.0785898 0.0771894 0.0939463 0.12886 0.181932 0.25316 0.342546 0.450089 0.575789 0.719646 0.881661 1.06183 1.26016 1.47665 1.71129 1.96409 2.23505 2.52416 2.83144 
4.03599 3.66406 3.3103 2.97468 2.65723 2.35793 2.07679 1.81381 1.56898 1.34232 1.1338 0.94345 0.771253 0.617214 0.481331 0.363606 0.264038 0.182627 0.119374 0.0742775 0.0473384 0.0385565 0.0479318 0.0754643 0.121154 0.185001 0.267005 0.367166 0.485485 0.621961 0.776594 0.949384 1.14033 1.34944 1.5767 1.82212 2.08569 2.36743 2.66732 2.98537 
3.7884 3.42725 3.08426 2.75942 2.45274 2.16422 1.89386 1.64165 1.4076 1.19171 0.993971 0.814392 0.652971 0.509707 0.384601 0.277651 0.188859 0.118224 0.0657459 0.0314252 0.0152617 0.0172554 0.0374064 0.0757146 0.13218 0.206803 0.299582 0.410519 0.539614 0.686865 0.852274 1.03584 1.23756 1.45744 1.69548 1.95167 2.22603 2.51854 2.8292 3.15803 
3.55954 3.20917 2.87695 2.56289 2.26699 1.98924 1.72965 1.48822 1.26495 1.05983 0.87287 0.704067 0.553422 0.420933 0.306602 0.210428 0.132412 0.0725524 0.0308501 0.00730509 0.00191727 0.0146867 0.0456133 0.0946971 0.161938 0.247336 0.350892 0.472604 0.612474 0.770501 0.946686 1.14103 1.35353 1.58418 1.83299 2.09997 2.38509 2.68838 3.00982 3.34942 
3.34942 3.00982 2.68838 2.38509 2.09997 1.83299 1.58418 1.35353 1.14103 0.946686 0.770501 0.612474 0.472604 0.350892 0.247336 0.161938 0.0946971 0.0456133 0.0146867 0.00191727 0.00730509 0.0308501 0.0725524 0.132412 0.210428 0.306602 0.420933 0.553422 0.704067 0.87287 1.05983 1.26495 1.48822 1.72965 1.98924 2.26699 2.56289 2.87695 3.20917 3.55954 
3.15803 2.8292 2.51854 2.22603 1.95167 1.69548 1.45744 1.23756 1.03584 0.852274 0.686865 0.539614 0.410519 0.299582 0.206803 0.13218 0.0757146 0.0374064 0.0172554 0.0152617 0.0314252 0.0657459 0.118224 0.188859 0.277651 0.384601 0.509707 0.652971 0.814392 0.993971 1.19171 1.4076 1.64165 1.89386 2.16422 2.45274 2.75942 3.08426 3.42725 3.7884 
2.98537 2.66732 2.36743 2.08569 1.82212 1.5767 1.34944 1.14033 0.949384 0.776594 0.621961 0.485485 0.367166 0.267005 0.185001 0.121154 0.0754643 0.0479318 0.0385565 0.0473384 0.0742775 0.119374 0.182627 0.264038 0.363606 0.481331 0.617214 0.771253 0.94345 1.1338 1.34232 1.56898 1.81381 2.07679 2.35793 2.65723 2.97468 3.3103 3.66406 4.03599 
2.83144 2.52416 2.23505 1.96409 1.71129 1.47665 1.26016 1.06183 0.881661 0.719646 0.575789 0.450089 0.342546 0.25316 0.181932 0.12886 0.0939463 0.0771894 0.0785898 0.0981473 0.135862 0.191734 0.265763 0.35795 0.468293 0.596794 0.743452 0.908267 1.09124 1.29237 1.51166 1.7491 2.0047 2.27846 2.57038 2.88045 3.20868 3.55507 3.91961 4.30231 
2.69624 2.39974 2.1214 1.86122 1.6192 1.39533 1.18962 1.00207 0.83267 0.681431 0.548349 0.433425 0.336658 0.258047 0.197595 0.155299 0.131161 0.125179 0.137355 0.167689 0.216179 0.282827 0.367631 0.470593 0.591713 0.730989 0.888423 1.06401 1.25776 1.46967 1.69973 1.94795 2.21433 2.49886 2.80155 3.1224 3.46141 3.81857 4.19389 4.58737 
2.57978 2.29406 2.02649 1.77709 1.54584 1.33274 1.13781 0.961032 0.802411 0.661948 0.539642 0.435493 0.349501 0.281667 0.23199 0.20047 0.187107 0.191902 0.214853 0.255962 0.315228 0.392651 0.488232 0.601969 0.733864 0.883916 1.05213 1.23849 1.44302 1.6657 1.90654 2.16553 2.44268 2.73799 3.05146 3.38308 3.73287 4.1008 4.4869 4.89115 
2.48205 2.2071 1.95031 1.71168 1.49121 1.28889 1.10473 0.93873 0.790885 0.661197 0.549667 0.456294 0.381078 0.324019 0.285117 0.264373 0.261786 0.277356 0.311083 0.362968 0.433009 0.521208 0.627564 0.752078 0.894748 1.05558 1.23456 1.4317 1.647 1.88046 2.13207 2.40184 2.68977 2.99586 3.3201 3.6625 4.02306 4.40177 4.79864 5.21367 
2.40305 2.13888 1.89286 1.66501 1.45531 1.26377 1.09039 0.93516 0.798091 0.679179 0.578424 0.495826 0.431386 0.385103 0.356977 0.347008 0.355197 0.381543 0.426046 0.488706 0.569523 0.668498 0.785629 0.920918 1.07436 1.24597 1.43573 1.64365 1.86972 2.11395 2.37634 2.65689 2.95559 3.27245 3.60747 3.96065 4.33198 4.72147 5.12912 5.55492 
2.34278 2.08938 1.85415 1.63707 1.43815 1.25738 1.09477 0.950322 0.824029 0.715893 0.625913 0.554092 0.500427 0.464919 0.447569 0.448376 0.46734 0.504462 0.55974 0.633176 0.724769 0.834519 0.962427 1.10849 1.27271 1.45509 1.65563 1.87432 2.11117 2.36618 2.63935 2.93067 3.24015 3.56778 3.91358 4.27753 4.65964 5.0599 5.47833 5.91491 
2.30124 2.05863 1.83416 1.62786 1.43971 1.26972 1.11789 0.984217 0.868699 0.771339 0.692135 0.631089 0.5882 0.563468 0.556893 0.568476 0.598216 0.646113 0.712167 0.796378 0.898747 1.01927 1.15796 1.3148 1.48979 1.68295 1.89426 2.12373 2.37136 2.63714 2.92108 3.22318 3.54343 3.88185 4.23842 4.61314 5.00603 5.41707 5.84627 6.29362 
2.27844 2.0466 1.83291 1.63739 1.46001 1.3008 1.15974 1.03684 0.932102 0.845517 0.777089 0.726818 0.694705 0.680749 0.68495 0.707308 0.747824 0.806496 0.883326 0.978313 1.09146 1.22276 1.37222 1.53983 1.72561 1.92954 2.15162 2.39187 2.65027 2.92683 3.22155 3.53442 3.86545 4.21464 4.58198 4.96749 5.37115 5.79296 6.23294 6.69107 
2.27437 2.0533 1.85039 1.66564 1.49905 1.35061 1.22033 1.1082 1.01424 0.938427 0.880775 0.84128 0.819942 0.816762 0.831739 0.864872 0.916164 0.985612 1.07322 1.17898 1.3029 1.44498 1.60521 1.7836 1.98015 2.19486 2.42772 2.67874 2.94792 3.23525 3.54075 3.8644 4.2062 4.56617 4.94429 5.34056 5.755 6.18759 6.63834 7.10725 
2.28903 2.07874 1.88661 1.71263 1.55681 1.41915 1.29964 1.19829 1.1151 1.05007 1.00319 0.974474 0.963912 0.971507 0.99726 1.04117 1.10324 1.18346 1.28184 1.39838 1.53307 1.68593 1.85694 2.0461 2.25343 2.47891 2.72255 2.98435 3.2643 3.56241 3.87868 4.2131 4.56568 4.93642 5.32532 5.73237 6.15758 6.60095 7.06248 7.54216 
2.32243 2.12291 1.94155 1.77835 1.63331 1.50642 1.39769 1.30712 1.2347 1.18045 1.14434 1.1264 1.12661 1.14498 1.18151 1.2362 1.30904 1.40004 1.5092 1.63651 1.78198 1.94561 2.1274 2.32734 2.54544 2.7817 3.03611 3.30868 3.59941 3.9083 4.23534 4.58054 4.9439 5.32541 5.72509 6.14292 6.5789 7.03305 7.50535 7.99581 
