44.0146 42.9142 41.8314 40.7664 39.7191 38.6894 37.6774 36.6831 35.7065 34.7476 33.8064 32.8829 31.9771 31.0889 30.2185 29.3657 28.5307 27.7133 26.9137 26.1317 25.3675 24.6209 23.8921 23.181 22.4876 21.8119 21.1539 20.5136 19.8911 19.2863 18.6992 18.1298 17.5782 17.0444 16.5282 16.0299 15.5493 15.0865 14.6414 14.2141 13.8047 13.413 13.0392 12.6832 12.3451 12.0248 11.7224 11.4379 11.1714 10.9229 10.6923 10.4798 10.2854 10.1091 9.95106 9.81126 9.68983 9.58686 9.50247 9.43683 9.39009 9.36244 9.35404 9.3642 9.39202 9.43752 9.5007 9.58156 9.6801 9.79633 9.93024 10.0818 10.2511 10.4381 10.6428 10.8651 11.1051 11.3629 11.6383 11.9314 
42.9176 41.8274 40.7549 39.7 38.6629 37.6434 36.6416 35.6575 34.6911 33.7424 32.8114 31.8981 31.0024 30.1245 29.2642 28.4217 27.5968 26.7896 26.0002 25.2284 24.4743 23.738 23.0193 22.3184 21.6352 20.9697 20.3219 19.6918 19.0794 18.4848 17.9079 17.3488 16.8073 16.2837 15.7777 15.2896 14.8192 14.3665 13.9317 13.5146 13.1154 12.7339 12.3703 12.0245 11.6966 11.3866 11.0944 10.8202 10.564 10.3257 10.1054 9.90324 9.71917 9.55328 9.40563 9.2763 9.16539 9.07301 8.9993 8.94444 8.90864 8.89208 8.89464 8.91495 8.95296 9.00867 9.08206 9.17314 9.2819 9.40835 9.55248 9.7143 9.8938 10.091 10.3059 10.5384 10.7887 11.0566 11.3423 11.6456 
41.8384 40.7584 39.696 38.6514 37.6244 36.6151 35.6235 34.6496 33.6934 32.7549 31.8341 30.9309 30.0455 29.1777 28.3276 27.4953 26.6806 25.8836 25.1043 24.3428 23.5989 22.8727 22.1643 21.4735 20.8005 20.1451 19.5075 18.8876 18.2855 17.701 17.1343 16.5854 16.0541 15.5407 15.0449 14.567 14.1068 13.6643 13.2397 12.8328 12.4438 12.0725 11.7191 11.3836 11.0659 10.766 10.4841 10.2202 9.97419 9.74619 9.53624 9.34438 9.17067 9.01517 8.87797 8.75913 8.65878 8.57704 8.51407 8.47008 8.44533 8.4399 8.45277 8.48334 8.53158 8.59751 8.68112 8.78241 8.90139 9.03805 9.1924 9.36444 9.55416 9.76158 9.98668 10.2295 10.49 10.7681 11.064 11.3775 
40.7768 39.707 38.6549 37.6204 36.6036 35.6045 34.6231 33.6594 32.7134 31.7851 30.8744 29.9814 29.1062 28.2486 27.4087 26.5865 25.7821 24.9953 24.2262 23.4748 22.7411 22.0251 21.3269 20.6463 19.9834 19.3383 18.7109 18.1012 17.5092 16.935 16.3784 15.8397 15.3186 14.8153 14.3298 13.862 13.412 12.9798 12.5653 12.1687 11.7898 11.4288 11.0856 10.7603 10.4528 10.1632 9.89155 9.63784 9.40211 9.18441 8.98477 8.80325 8.63991 8.49482 8.36808 8.25978 8.17003 8.09899 8.04684 8.01383 8.00024 8.00561 8.02868 8.06944 8.12789 8.20403 8.29786 8.40937 8.53856 8.68545 8.85002 9.03227 9.23222 9.44986 9.68518 9.9382 10.2089 10.4973 10.8034 11.1272 
39.733 38.6733 37.6314 36.6071 35.6005 34.6116 33.6404 32.6869 31.751 30.8329 29.9324 29.0497 28.1846 27.3372 26.5075 25.6955 24.9012 24.1246 23.3657 22.6245 21.901 21.1952 20.5071 19.8368 19.1841 18.5492 17.9319 17.3324 16.7506 16.1866 15.6402 15.1116 14.6008 14.1077 13.6323 13.1748 12.7349 12.3129 11.9086 11.5222 11.1535 10.8027 10.4697 10.1546 9.85739 9.57805 9.31664 9.07319 8.84774 8.64033 8.45101 8.27984 8.12689 7.99224 7.87599 7.77825 7.69917 7.6389 7.59767 7.57576 7.57332 7.58892 7.62222 7.67321 7.74188 7.82824 7.93228 8.05401 8.19343 8.35053 8.52532 8.7178 8.92797 9.15583 9.40138 9.66463 9.94556 10.2442 10.5605 10.8945 
38.7068 37.6573 36.6256 35.6115 34.6151 33.6364 32.6754 31.732 30.8064 29.8984 29.0081 28.1356 27.2807 26.4435 25.624 24.8222 24.0381 23.2716 22.5229 21.7919 21.0786 20.383 19.7051 19.0449 18.4024 17.7777 17.1706 16.5813 16.0097 15.4558 14.9197 14.4013 13.9006 13.4177 12.9526 12.5052 12.0756 11.6637 11.2697 10.8934 10.535 10.1943 9.87158 9.56668 9.27967 9.01057 8.75942 8.52623 8.31107 8.11397 7.93498 7.77417 7.63162 7.50743 7.40171 7.31459 7.24624 7.19683 7.16663 7.15595 7.16413 7.18997 7.23348 7.29468 7.37357 7.47014 7.5844 7.71635 7.86599 8.03331 8.21833 8.42103 8.64142 8.87951 9.13529 9.40876 9.69992 10.0088 10.3353 10.6796 
37.6983 36.659 35.6374 34.6335 33.6473 32.6788 31.728 30.7948 29.8794 28.9816 28.1015 27.2391 26.3944 25.5674 24.7581 23.9665 23.1926 22.4364 21.6978 20.977 20.2739 19.5885 18.9208 18.2708 17.6385 17.0239 16.427 15.8479 15.2865 14.7428 14.2169 13.7086 13.2182 12.7454 12.2905 11.8533 11.4338 11.0322 10.6483 10.2823 9.93403 9.60363 9.29108 8.99641 8.71963 8.46077 8.21987 7.99697 7.7921 7.60531 7.43667 7.28625 7.15413 7.04043 6.94527 6.86883 6.81128 6.77285 6.75382 6.75432 6.77264 6.80867 6.86241 6.93383 7.02294 7.12973 7.25421 7.39638 7.55624 7.73379 7.92903 8.14196 8.37257 8.62089 8.88689 9.17059 9.47199 9.79108 10.1279 10.4824 
36.7074 35.6784 34.667 33.6733 32.6973 31.739 30.7983 29.8754 28.9701 28.0825 27.2126 26.3604 25.5259 24.7091 23.91 23.1285 22.3648 21.6188 20.8904 20.1798 19.4869 18.8116 18.1541 17.5143 16.8922 16.2878 15.7011 15.1322 14.5809 14.0474 13.5317 13.0336 12.5534 12.0908 11.646 11.219 10.8098 10.4183 10.0447 9.68881 9.35078 9.03059 8.72826 8.44381 8.17726 7.92865 7.69802 7.48539 7.29082 7.11436 6.95609 6.81608 6.69442 6.59125 6.50671 6.441 6.39436 6.36705 6.3593 6.37022 6.39882 6.44508 6.50904 6.59068 6.69 6.80702 6.94172 7.09411 7.26419 7.45196 7.65743 7.88058 8.12143 8.37997 8.6562 8.95014 9.26176 9.59109 9.93811 10.3028 
35.7343 34.7154 33.7142 32.7307 31.7649 30.8168 29.8863 28.9736 28.0785 27.2011 26.3414 25.4994 24.6751 23.8684 23.0795 22.3083 21.5547 20.8189 20.1007 19.4003 18.7175 18.0525 17.4051 16.7755 16.1636 15.5694 14.9929 14.4341 13.8931 13.3698 12.8642 12.3763 11.9062 11.4539 11.0193 10.6025 10.2034 9.82214 9.45867 9.11302 8.78519 8.47521 8.1831 7.90887 7.65257 7.41421 7.19384 6.9915 6.80724 6.64113 6.49324 6.36367 6.25251 6.15991 6.08605 6.03117 5.99557 5.97952 5.98284 6.00392 6.0427 6.09918 6.17335 6.26521 6.37475 6.50199 6.64692 6.80953 6.98984 7.18784 7.40353 7.63691 7.88799 8.15676 8.44323 8.74739 9.06925 9.40882 9.76608 10.141 
34.7789 33.7702 32.7792 31.8059 30.8502 29.9123 28.992 28.0895 27.2046 26.3374 25.4879 24.656 23.8419 23.0455 22.2667 21.5057 20.7623 20.0367 19.3287 18.6384 17.9659 17.311 16.6738 16.0544 15.4527 14.8686 14.3023 13.7537 13.2229 12.7097 12.2143 11.7367 11.2768 10.8346 10.4102 10.0036 9.61469 9.24362 8.89036 8.5549 8.23728 7.93751 7.65561 7.39162 7.14555 6.91744 6.70734 6.5153 6.34137 6.18562 6.04814 5.92903 5.82841 5.74645 5.68335 5.6394 5.61499 5.61027 5.6239 5.65524 5.70426 5.77096 5.85536 5.95744 6.0772 6.21466 6.36981 6.54266 6.73319 6.94141 7.16733 7.41095 7.67225 7.95126 8.24796 8.56236 8.89446 9.24426 9.61177 9.99698 
