32.7068 29.607 26.7251 24.0608 21.6141 19.385 17.374 15.5813 14.0076 12.6536 11.5206 10.6102 9.92485 9.46909 9.2521 9.28347 9.53526 10.0041 10.6904 11.5946 
29.2192 26.2349 23.4685 20.9197 18.5883 16.4747 14.5789 12.9014 11.4428 10.204 9.18643 8.39216 7.82453 7.49025 7.4059 7.55607 7.92325 8.50765 9.30957 10.3293 
25.9956 23.1268 20.4759 18.0426 15.8267 13.8284 12.048 10.4857 9.14217 8.0185 7.11631 6.43829 5.98956 5.78116 5.82692 6.09264 6.57529 7.27529 8.19279 9.32811 
23.0361 20.2828 17.7475 15.4296 13.3292 11.4463 9.78117 8.33408 7.10566 6.09705 5.31027 4.74886 4.42061 4.34818 4.51214 4.89315 5.49139 6.30698 7.34005 8.59095 
20.3406 17.7029 15.2831 13.0808 11.0958 9.32835 7.77854 6.44667 5.33332 4.43965 3.76809 3.32426 3.12133 3.18152 3.46129 3.95771 4.67155 5.60272 6.75136 8.11783 
17.9092 15.3871 13.0828 10.996 9.12654 7.47452 6.04008 4.82346 3.82521 3.04651 2.49 2.16436 2.10157 2.27943 2.67431 3.28633 4.11577 5.16251 6.42671 7.90875 
15.7418 13.3353 11.1465 9.17529 7.42135 5.88481 4.56578 3.46441 2.58117 1.91733 1.47681 1.27276 1.34712 1.64119 2.15139 2.879 3.82403 4.98634 6.36611 7.96372 
13.8385 11.5475 9.47435 7.61866 5.98026 4.55924 3.35567 2.36967 1.6014 1.05135 0.72637 0.666167 0.857749 1.26671 1.89251 2.73574 3.79634 5.07422 6.56956 8.28274 
12.1993 10.0238 8.06623 6.32609 4.80324 3.49777 2.40976 1.53937 0.886677 0.450705 0.237025 0.32361 0.632182 1.15631 1.89769 2.85652 4.03269 5.42615 7.03706 8.86581 
10.8241 8.76419 6.92215 5.29757 3.89028 2.70035 1.72786 0.972933 0.435775 0.11903 0.0433219 0.247186 0.670392 1.30998 2.16696 3.24136 4.5331 6.04212 7.7686 9.71292 
9.71292 7.7686 6.04212 4.5331 3.24136 2.16696 1.30998 0.670392 0.247186 0.0433219 0.11903 0.435775 0.972933 1.72786 2.70035 3.89028 5.29757 6.92215 8.76419 10.8241 
8.86581 7.03706 5.42615 4.03269 2.85652 1.89769 1.15631 0.632182 0.32361 0.237025 0.450705 0.886677 1.53937 2.40976 3.49777 4.80324 6.32609 8.06623 10.0238 12.1993 
8.28274 6.56956 5.07422 3.79634 2.73574 1.89251 1.26671 0.857749 0.666167 0.72637 1.05135 1.6014 2.36967 3.35567 4.55924 5.98026 7.61866 9.47435 11.5475 13.8385 
7.96372 6.36611 4.98634 3.82403 2.879 2.15139 1.64119 1.34712 1.27276 1.47681 1.91733 2.58117 3.46441 4.56578 5.88481 7.42135 9.17529 11.1465 13.3353 15.7418 
7.90875 6.42671 5.16251 4.11577 3.28633 2.67431 2.27943 2.10157 2.16436 2.49 3.04651 3.82521 4.82346 6.04008 7.47452 9.12654 10.996 13.0828 15.3871 17.9092 
8.11783 6.75136 5.60272 4.67155 3.95771 3.46129 3.18152 3.12133 3.32426 3.76809 4.43965 5.33332 6.44667 7.77854 9.32835 11.0958 13.0808 15.2831 17.7029 20.3406 
8.59095 7.34005 6.30698 5.49139 4.89315 4.51214 4.34818 4.42061 4.74886 5.31027 6.09705 7.10566 8.33408 9.78117 11.4463 13.3292 15.4296 17.7475 20.2828 23.0361 
9.32811 8.19279 7.27529 6.57529 6.09264 5.82692 5.78116 5.98956 6.43829 7.11631 8.0185 9.14217 10.4857 12.048 13.8284 15.8267 18.0426 20.4759 23.1268 25.9956 
10.3293 9.30957 8.50765 7.92325 7.55607 7.4059 7.49025 7.82453 8.39216 9.18643 10.204 11.4428 12.9014 14.5789 16.4747 18.5883 20.9197 23.4685 26.2349 29.2192 
11.5946 10.6904 10.0041 9.53526 9.28347 9.2521 9.46909 9.92485 10.6102 11.5206 12.6536 14.0076 15.5813 17.374 19.385 21.6141 24.0608 26.7251 29.607 32.7068 
