41.6818 37.5387 33.6744 30.0887 26.7816 23.7534 21.0048 18.5363 16.3488 14.4436 12.8225 11.4886 10.4467 9.70597 9.28717 9.24122 9.49694 10.0309 10.8429 11.9336 
37.5948 33.6109 29.9058 26.4792 23.3313 20.4624 17.873 15.5639 13.5359 11.7904 10.3297 9.15727 8.27935 7.71158 7.49457 7.63798 8.05678 8.75112 9.72397 10.9757 
33.7854 29.961 26.4155 23.1485 20.1601 17.4507 15.0207 12.8708 11.0022 9.41649 8.11621 7.10596 6.39452 6.00545 6.01706 6.31647 6.89338 7.74946 8.88411 10.2971 
30.2558 26.5908 23.2045 20.0965 17.2669 14.7163 12.4452 10.4545 8.74531 7.31938 6.17962 5.3315 4.79173 4.61266 4.8057 5.27069 6.0109 7.02889 8.3246 9.89828 
27.0023 23.4964 20.2695 17.3213 14.6518 12.2617 10.1512 8.32094 6.77198 5.50622 4.52726 3.84188 3.47372 3.54148 3.88664 4.50829 5.40923 6.58808 8.04436 9.7785 
24.0309 20.686 17.6201 14.8326 12.3231 10.0918 8.13918 6.46622 5.07469 3.9673 3.14877 2.63468 2.48282 2.72327 3.2372 4.02436 5.08762 6.42715 8.04359 9.93801 
21.3382 18.1522 15.2443 12.6143 10.2622 8.18908 6.39593 4.8842 3.65549 2.7115 2.05387 1.69848 1.81474 2.21159 2.88046 3.82544 5.04701 6.54548 8.32174 10.3768 
18.9242 15.8983 13.1519 10.6852 8.49873 6.5931 4.96805 3.62252 2.55559 1.76919 1.27479 1.11868 1.40587 1.96647 2.79683 3.90171 5.28301 6.94189 8.87937 11.0962 
16.7927 13.9293 11.3457 9.04151 7.01583 5.2679 3.79679 2.60183 1.68286 1.0412 0.701957 0.864371 1.305 2.01397 2.99759 4.25896 5.79946 7.6194 9.71874 12.0976 
14.9459 12.2445 9.82227 7.67821 5.81197 4.22425 2.91682 1.8926 1.15455 0.704524 0.568774 0.876369 1.46287 2.32483 3.46744 4.8913 6.59543 8.57864 10.8404 13.381 
13.3806 10.84 8.57832 6.59516 4.89108 3.46728 2.3247 1.46279 0.876318 0.56875 0.704534 1.15459 1.89269 2.91695 4.22443 5.8122 7.67848 9.82259 12.2449 14.9463 
12.0971 9.71838 7.61909 5.79921 4.25875 2.99743 2.01385 1.30492 0.86432 0.701946 1.04122 1.68292 2.60193 3.79693 5.26809 7.01606 9.04179 11.3461 13.9297 16.7932 
11.0958 8.87902 6.94159 5.28276 3.9015 2.79666 1.96634 1.40578 1.11863 1.27478 1.76922 2.55565 3.62262 4.9682 6.59329 8.49897 10.6855 13.1522 15.8987 18.9246 
10.3764 8.3214 6.54519 5.04677 3.82524 2.8803 2.21148 1.81466 1.69843 2.05386 2.71152 3.65556 4.88431 6.39609 8.18928 10.2625 12.6146 15.2447 18.1526 21.3387 
9.93762 8.04326 6.42687 5.08738 4.02417 3.23704 2.72315 2.48274 2.63465 3.14877 3.96734 5.07476 6.46633 8.13934 10.092 12.3233 14.8329 17.6205 20.6865 24.0314 
9.77812 8.04403 6.5878 5.409 4.5081 3.88649 3.54136 3.47364 3.84183 4.52724 5.50624 6.77203 8.32105 10.1513 12.2619 14.6521 17.3216 20.2699 23.4969 27.0028 
9.89791 8.32428 7.02862 6.01068 5.2705 4.80555 4.61255 4.79166 5.33146 6.17961 7.31941 8.74539 10.4546 12.4454 14.7165 17.2672 20.0968 23.2049 26.5913 30.2564 
10.2968 8.8838 7.74919 6.89316 6.31629 6.01691 6.00534 6.39444 7.10592 8.11621 9.41652 11.0023 12.871 15.0209 17.4509 20.1604 23.1489 26.4159 29.9614 33.7859 
10.9753 9.72366 8.75086 8.05656 7.6378 7.49443 7.71147 8.27928 9.15723 10.3297 11.7905 13.536 15.564 17.8732 20.4626 23.3316 26.4796 29.9062 33.6114 37.5954 
11.9333 10.8426 10.0306 9.49672 9.24105 9.28703 9.70587 10.4466 11.4886 12.8225 14.4436 16.3489 18.5364 21.005 23.7537 26.7819 30.0891 33.6749 37.5392 41.6824 
